filepath,file_size,num_sections,export_count,avg_entropy
C:\Windows\System32\ucrtbase.dll,1373352,8,2484,3.262476551
C:\Windows\System32\ucrtbase_clr0400.dll,826792,7,1351,4.629866041
C:\Windows\System32\ucrtbase_enclave.dll,646104,7,786,3.470772703
C:\Windows\System32\udhisapi.dll,98304,8,3,1.851905749
C:\Windows\System32\UdiApiClient.dll,3600296,7,12,4.584492653
C:\Windows\System32\uDWM.dll,1273856,8,1,3.790503514
C:\Windows\System32\UefiCsp.dll,57344,7,2,2.443878375
C:\Windows\System32\uexfat.dll,135168,7,36,2.657975215
C:\Windows\System32\ufat.dll,163840,7,57,2.806792746
C:\Windows\System32\UiaManager.dll,901120,8,5,3.567214944
C:\Windows\System32\UIAnimation.dll,299008,8,2,3.135498404
C:\Windows\System32\UIAutomationCore.dll,4382720,8,110,4.245856901
C:\Windows\System32\uicom.dll,65536,7,4,2.304387415
C:\Windows\System32\UIEApi.dll,36864,7,2,1.375422925
C:\Windows\System32\UIManagerBrokerps.dll,36864,7,5,1.309446314
C:\Windows\System32\uiomapapi.dll,69632,7,1,2.063410997
C:\Windows\System32\uireng.dll,491520,8,19,3.045396513
C:\Windows\System32\UIRibbon.dll,4268032,9,3,3.679434165
C:\Windows\System32\UIRibbonRes.dll,843776,2,0,3.68359552
C:\Windows\System32\ulib.dll,197952,8,463,2.374680589
C:\Windows\System32\umb.dll,106496,8,4,2.239541502
C:\Windows\System32\umdmxfrm.dll,45056,7,1,1.583400356
C:\Windows\System32\umpdc.dll,92280,8,49,1.956299061
C:\Windows\System32\umpnpmgr.dll,196608,8,3,2.575242349
C:\Windows\System32\umpo-overrides.dll,102400,8,3,2.018734948
C:\Windows\System32\umpo.dll,229376,8,20,2.641006307
C:\Windows\System32\umpodev.dll,45056,7,12,1.63666037
C:\Windows\System32\umpoext.dll,294912,8,2,2.956430583
C:\Windows\System32\umpowmi.dll,114688,7,4,2.457013982
C:\Windows\System32\umrdp.dll,434176,8,2,3.279758953
C:\Windows\System32\unattend.dll,271816,7,75,2.779450173
C:\Windows\System32\unenrollhook.dll,122880,7,2,2.530733912
C:\Windows\System32\UnifiedConsent.dll,376832,7,5,3.233077639
C:\Windows\System32\unimdmat.dll,106496,8,19,1.836700987
C:\Windows\System32\UnionFSApi.dll,255392,7,6,2.883693382
C:\Windows\System32\uniplat.dll,53248,8,26,1.361223259
C:\Windows\System32\Unistore.dll,1191936,8,42,3.405365983
C:\Windows\System32\untfs.dll,647168,7,168,3.144936733
C:\Windows\System32\UpdateAgent.dll,3950024,10,14,3.073604871
C:\Windows\System32\UpdateCompression.dll,542112,8,9,3.039138668
C:\Windows\System32\updatecsp.dll,106496,7,2,2.515855203
C:\Windows\System32\updatepolicy.dll,154056,7,13,3.721509005
C:\Windows\System32\UpdateReboot.dll,159744,7,5,2.487321268
C:\Windows\System32\upnp.dll,524288,8,5,3.596367427
C:\Windows\System32\upnphost.dll,552960,8,6,3.165108813
C:\Windows\System32\UPPrinterInstallsCSP.dll,126976,8,2,2.213201331
C:\Windows\System32\upshared.dll,902560,8,10,3.463460077
C:\Windows\System32\uReFS.dll,1732608,7,15,3.915465503
C:\Windows\System32\uReFSv1.dll,614400,7,13,3.39800157
C:\Windows\System32\ureg.dll,61440,7,27,1.687924414
C:\Windows\System32\url.dll,344064,8,18,1.816603759
C:\Windows\System32\urlmon.dll,1904640,9,318,3.650985188
C:\Windows\System32\UsbCApi.dll,65536,7,10,1.934252045
C:\Windows\System32\usbceip.dll,135168,8,5,2.369523537
C:\Windows\System32\usbmon.dll,1392640,8,11,3.572533997
C:\Windows\System32\usbperf.dll,36864,7,3,1.682168371
C:\Windows\System32\UsbPmApi.dll,81920,8,7,2.052588999
C:\Windows\System32\UsbSettingsHandlers.dll,282624,8,1,2.875070469
C:\Windows\System32\UsbTask.dll,90112,7,4,2.272249553
C:\Windows\System32\usbui.dll,110592,7,12,2.647633565
C:\Windows\System32\user32.dll,1902200,8,1196,3.29997285
C:\Windows\System32\UserAccountControlSettings.dll,122880,8,2,2.810021093
C:\Windows\System32\useractivitybroker.dll,188416,8,3,2.533277435
C:\Windows\System32\usercpl.dll,716800,8,4,3.393601132
C:\Windows\System32\UserDataAccessRes.dll,16384,2,0,1.878799015
C:\Windows\System32\UserDataAccountApis.dll,376832,8,3,2.859181757
C:\Windows\System32\UserDataLanguageUtil.dll,73728,8,35,1.732529282
C:\Windows\System32\UserDataPlatformHelperUtil.dll,94208,8,68,2.023163995
C:\Windows\System32\UserDataService.dll,1593344,8,5,3.596641715
C:\Windows\System32\UserDataTimeUtil.dll,147456,8,48,2.249141841
C:\Windows\System32\UserDataTypeHelperUtil.dll,77824,8,47,1.784090549
C:\Windows\System32\UserDeviceRegistration.dll,233472,8,3,2.507641276
C:\Windows\System32\UserDeviceRegistration.Ngc.dll,348160,8,3,2.965890779
C:\Windows\System32\userenv.dll,187408,8,79,2.592646411
C:\Windows\System32\userinitext.dll,73728,8,12,1.696136122
C:\Windows\System32\UserLanguageProfileCallback.dll,106496,8,1,2.200707118
C:\Windows\System32\usermgr.dll,1454080,8,2,3.487302342
C:\Windows\System32\usermgrcli.dll,104776,8,38,2.17179407
C:\Windows\System32\UserMgrProxy.dll,385024,8,3,2.872682566
C:\Windows\System32\usoapi.dll,200704,7,2,3.091287744
C:\Windows\System32\usocoreps.dll,65536,7,2,2.030940355
C:\Windows\System32\usodocked.dll,667648,8,4,3.444399616
C:\Windows\System32\usosvc.dll,81920,7,5,2.240198374
C:\Windows\System32\usp10.dll,102400,7,44,1.608418212
C:\Windows\System32\ustprov.dll,73728,7,4,2.09192831
C:\Windows\System32\utcapi.dll,67000,7,13,1.722519726
C:\Windows\System32\utcutil.dll,159744,8,4,2.664903792
C:\Windows\System32\utildll.dll,75840,8,34,1.575238835
C:\Windows\System32\uudf.dll,200704,7,18,2.720557755
C:\Windows\System32\UvcModel.dll,196608,8,2,2.622751447
C:\Windows\System32\UXFrame.dll,360448,8,4,3.326614747
C:\Windows\System32\UXInit.dll,200704,8,13,2.138525094
C:\Windows\System32\uxlib.dll,185784,7,414,2.586357479
C:\Windows\System32\uxlibres.dll,21920,2,0,1.138660437
C:\Windows\System32\uxtheme.dll,704512,8,197,3.193218943
C:\Windows\System32\Vault.dll,311296,8,2,3.151123741
C:\Windows\System32\VaultCDS.dll,167936,7,2,2.608548189
C:\Windows\System32\vaultcli.dll,323584,8,24,3.066998786
C:\Windows\System32\VaultRoaming.dll,147456,8,5,2.292594481
C:\Windows\System32\vaultsvc.dll,425984,8,2,2.731201303
C:\Windows\System32\vbsapi.dll,245760,8,26,2.498570905
C:\Windows\System32\vbscript.dll,663552,8,4,3.777797017
C:\Windows\System32\vbssysprep.dll,163840,8,3,2.212202528
C:\Windows\System32\vcamp110.dll,385488,6,130,4.498043627
C:\Windows\System32\vcamp140.dll,408144,6,165,5.178985796
C:\Windows\System32\VCardParser.dll,208896,8,6,2.362898803
C:\Windows\System32\vccorlib110.dll,354264,7,249,4.128083647
C:\Windows\System32\vccorlib140.dll,351824,6,256,4.962870181
C:\Windows\System32\vcomp110.dll,138208,6,113,3.923581514
C:\Windows\System32\vcomp140.dll,192104,6,113,4.558995474
C:\Windows\System32\vcruntime140.dll,119888,8,71,3.691443328
C:\Windows\System32\vcruntime140_1.dll,49744,6,3,3.700315243
C:\Windows\System32\vcruntime140_1_clr0400.dll,37800,6,3,3.911558767
C:\Windows\System32\vcruntime140_clr0400.dll,98728,7,71,4.131651304
C:\Windows\System32\vcruntime140_threads.dll,38480,6,28,3.078423786
C:\Windows\System32\vdsbas.dll,290816,7,87,2.965999663
C:\Windows\System32\vdsdyn.dll,651264,7,32,2.863269569
C:\Windows\System32\vdsutil.dll,176128,8,238,2.542356613
C:\Windows\System32\vdsvd.dll,110592,7,32,2.577284498
C:\Windows\System32\vds_ps.dll,114688,7,5,2.073512545
C:\Windows\System32\verifier.dll,402296,7,26,3.565227611
C:\Windows\System32\version.dll,55192,7,17,1.669023002
C:\Windows\System32\vertdll.dll,216376,9,185,1.979583483
C:\Windows\System32\vfpapi.dll,159744,7,74,2.823256946
C:\Windows\System32\vfuprov.dll,131072,7,2,2.395697905
C:\Windows\System32\vfwwdm32.dll,94208,7,3,2.436286302
C:\Windows\System32\VhfUm.dll,61440,7,5,1.809208996
C:\Windows\System32\vid.dll,263600,8,215,2.684923003
C:\Windows\System32\VideoHandlers.dll,299008,8,3,2.848498862
C:\Windows\System32\VIDRESZR.DLL,141976,8,10,2.385988861
C:\Windows\System32\virtdisk.dll,103840,8,29,2.018952212
C:\Windows\System32\VirtualMon.dll,229376,8,2,2.555185642
C:\Windows\System32\VirtualSurroundApo.dll,135168,9,3,3.156214489
C:\Windows\System32\VmApplicationHealthMonitorProxy.dll,54600,8,4,1.433402007
C:\Windows\System32\vmbuspipe.dll,84144,7,10,1.988896111
C:\Windows\System32\vmbuspiper.dll,75192,7,7,2.070322064
C:\Windows\System32\vmbusvdev.dll,271792,7,4,3.028548595
C:\Windows\System32\vmchipset.dll,1177016,8,4,3.680463791
C:\Windows\System32\vmcompute.dll,857512,10,81,3.259635737
C:\Windows\System32\vmcomputeeventlog.dll,46400,2,0,1.831647587
C:\Windows\System32\VmCrashDump.dll,329120,7,4,3.143910514
C:\Windows\System32\vmdevicehost.dll,266240,8,18,2.625871047
C:\Windows\System32\vmdynmem.dll,398768,7,4,3.338839557
C:\Windows\System32\vmfirmware.dll,6436296,2,0,2.83470539
C:\Windows\System32\vmfirmwarehcl.dll,36238768,2,0,2.876729455
C:\Windows\System32\vmflexio.dll,603552,7,4,3.836295498
C:\Windows\System32\vmhbmgmt.dll,131072,7,3,3.110819946
C:\Windows\System32\vmiccore.dll,382368,7,4,3.38299543
C:\Windows\System32\vmictimeprovider.dll,91576,7,3,2.169767063
C:\Windows\System32\vmpmem.dll,550304,7,4,3.503947467
C:\Windows\System32\vmprox.dll,439728,7,9,3.572379911
C:\Windows\System32\vmrdvcore.dll,479232,8,3,2.798299983
C:\Windows\System32\vmserial.dll,579000,7,4,3.816323483
C:\Windows\System32\vmsif.dll,325064,8,162,2.627409104
C:\Windows\System32\vmsifcore.dll,148912,7,18,2.645895119
C:\Windows\System32\vmsifproxystub.dll,50608,7,5,1.480116671
C:\Windows\System32\vmsmb.dll,431536,7,4,3.417718877
C:\Windows\System32\VmSynthNic.dll,464304,7,4,3.9616048
C:\Windows\System32\vmsynthstor.dll,517560,8,4,3.014408385
C:\Windows\System32\vmuidevices.dll,615880,7,4,3.942761808
C:\Windows\System32\vmusrv.dll,718256,7,12,3.677907038
C:\Windows\System32\vmvirtio.dll,169392,7,22,3.110559052
C:\Windows\System32\vmvpci.dll,507904,7,4,3.274501729
C:\Windows\System32\vmwpctrl.dll,124320,7,5,2.441597008
C:\Windows\System32\vmwpevents.dll,132400,2,0,1.965147328
C:\Windows\System32\VocabRoamingHandler.dll,176128,8,2,2.386099976
C:\Windows\System32\VoiceActivationManager.dll,118784,7,4,2.540336279
C:\Windows\System32\VoiceClarityApo.dll,4825088,12,2,3.099850457
C:\Windows\System32\VoipRT.dll,241664,8,3,2.532604975
C:\Windows\System32\vp9fs.dll,329144,7,3,3.4598566
C:\Windows\System32\vpnike.dll,700416,8,6,2.521303381
C:\Windows\System32\vpnikeapi.dll,81920,8,24,1.687266249
C:\Windows\System32\VpnSohDesktop.dll,32768,7,2,1.516232473
C:\Windows\System32\VPNv2CSP.dll,258048,8,2,2.755609482
C:\Windows\System32\VrdUmed.dll,54576,7,4,1.58267185
C:\Windows\System32\VscMgrPS.dll,40960,7,4,1.520850208
C:\Windows\System32\vssapi.dll,1556480,8,84,3.31818644
C:\Windows\System32\vsstrace.dll,98304,8,15,2.115568823
C:\Windows\System32\vss_ps.dll,77824,8,5,1.79754849
C:\Windows\System32\vulkan-1-999-0-0-0.dll,1465992,10,246,3.223888098
C:\Windows\System32\vulkan-1.dll,1511784,11,246,3.090480498
C:\Windows\System32\w32time.dll,798720,8,28,3.083181542
C:\Windows\System32\w32topl.dll,57344,7,79,2.034774952
C:\Windows\System32\WaaSAssessment.dll,147456,7,4,2.335140484
C:\Windows\System32\WaaSMedicPS.dll,53248,7,2,2.037616868
C:\Windows\System32\WaaSMedicSvc.dll,94208,7,4,2.411707872
C:\Windows\System32\WABSyncProvider.dll,86016,7,6,2.814719496
C:\Windows\System32\WalletBackgroundServiceProxy.dll,36864,7,2,1.398106235
C:\Windows\System32\WalletProxy.dll,118784,7,2,1.96763588
C:\Windows\System32\WalletService.dll,450560,8,3,2.968183974
C:\Windows\System32\wavemsp.dll,278528,7,4,3.721117588
C:\Windows\System32\wbemcomn.dll,495616,8,1401,2.724091165
C:\Windows\System32\wbiosrvc.dll,962560,8,5,3.771811677
C:\Windows\System32\wci.dll,53248,7,14,1.883578879
C:\Windows\System32\wcimage.dll,163840,10,14,2.280000215
C:\Windows\System32\wcmapi.dll,188416,8,36,2.415267106
C:\Windows\System32\wcmcsp.dll,262144,8,6,2.860683836
C:\Windows\System32\wcmsvc.dll,1425408,8,5,3.992623834
C:\Windows\System32\WcnApi.dll,176128,8,2,2.820092457
C:\Windows\System32\wcncsvc.dll,483328,8,2,3.291915467
C:\Windows\System32\WcnEapAuthProxy.dll,61440,7,1,2.099298137
C:\Windows\System32\WcnEapPeerProxy.dll,61440,7,4,2.003370851
C:\Windows\System32\WcnNetsh.dll,69632,7,2,2.52433482
C:\Windows\System32\wcnwiz.dll,389120,8,2,3.465320743
C:\Windows\System32\wc_storage.dll,335872,9,8,3.024997545
C:\Windows\System32\wdc.dll,835584,8,6,3.623923465
C:\Windows\System32\wdi.dll,118784,8,53,2.040485984
C:\Windows\System32\wdigest.dll,319488,8,10,2.836610559
C:\Windows\System32\wdscore.dll,283976,8,99,2.284769673
C:\Windows\System32\webauthn.dll,1667072,8,104,4.21812421
C:\Windows\System32\WebcamUi.dll,1007616,8,3,3.875496524
C:\Windows\System32\webcheck.dll,307200,8,3,2.899591558
C:\Windows\System32\WebClnt.dll,253952,8,4,2.692305327
C:\Windows\System32\webio.dll,807216,9,41,3.431305823
C:\Windows\System32\webplatstorageserver.dll,1208320,9,5,3.199722885
C:\Windows\System32\WebRuntimeManager.dll,2510848,8,6,3.798152355
C:\Windows\System32\webservices.dll,1472456,8,193,3.374149177
C:\Windows\System32\Websocket.dll,106496,7,13,2.444512334
C:\Windows\System32\webthreatdefsvc.dll,198088,8,7,2.422970754
C:\Windows\System32\webthreatdefusersvc.dll,308656,8,4,3.100152151
C:\Windows\System32\wecapi.dll,98304,7,17,2.434604253
C:\Windows\System32\wecsvc.dll,221184,7,4,3.411356492
C:\Windows\System32\wephostsvc.dll,57344,8,2,1.610651684
C:\Windows\System32\wer.dll,997280,8,146,3.378664992
C:\Windows\System32\werconcpl.dll,802816,8,4,4.193539357
C:\Windows\System32\wercplsupport.dll,135168,7,5,2.689933577
C:\Windows\System32\werdiagcontroller.dll,73728,7,3,1.966302126
C:\Windows\System32\WerEnc.dll,55192,7,2,1.669110514
C:\Windows\System32\weretw.dll,253520,7,2,3.284513073
C:\Windows\System32\wersvc.dll,327680,8,2,2.795365398
C:\Windows\System32\werui.dll,245760,8,19,2.923211355
C:\Windows\System32\wevtapi.dll,323792,8,45,2.666523115
C:\Windows\System32\wevtfwd.dll,118784,7,5,3.400070042
C:\Windows\System32\wevtsvc.dll,1241088,8,2,3.459725733
C:\Windows\System32\wfapigp.dll,57344,8,0,1.41059198
C:\Windows\System32\wfdprov.dll,69632,8,4,1.713229821
C:\Windows\System32\WFDSConMgr.dll,131072,7,21,2.469795065
C:\Windows\System32\WFDSConMgrSvc.dll,638976,8,2,3.062135299
C:\Windows\System32\WfHC.dll,102400,7,2,3.137760857
C:\Windows\System32\whealogr.dll,95648,8,3,1.840232634
C:\Windows\System32\whhelper.dll,71728,7,1,1.831532014
C:\Windows\System32\wiaaut.dll,819200,7,4,3.754407006
C:\Windows\System32\wiadefui.dll,237568,7,4,2.894626548
C:\Windows\System32\wiadss.dll,192512,7,7,2.856792193
C:\Windows\System32\WiaExtensionHost64.dll,32768,7,2,1.533142958
C:\Windows\System32\wiarpc.dll,126976,8,13,2.208673898
C:\Windows\System32\wiascanprofiles.dll,126976,7,4,2.486080638
C:\Windows\System32\wiaservc.dll,806912,8,57,3.653709006
C:\Windows\System32\wiashext.dll,118784,8,9,2.280320653
C:\Windows\System32\wiatrace.dll,45056,7,8,1.541402181
C:\Windows\System32\WiFiCloudStore.dll,376832,8,4,2.753449033
C:\Windows\System32\WiFiConfigSP.dll,94208,8,3,1.844495029
C:\Windows\System32\wifidatacapabilityhandler.dll,90112,8,4,2.053499841
C:\Windows\System32\WiFiDisplay.dll,409600,8,22,2.814391478
C:\Windows\System32\wifinetworkmanager.dll,704512,8,3,3.319311101
C:\Windows\System32\wimgapi.dll,898480,8,75,2.928699822
C:\Windows\System32\win32appinventorycsp.dll,98304,7,2,2.462335684
C:\Windows\System32\Win32CompatibilityAppraiserCSP.dll,319488,7,2,3.028070999
C:\Windows\System32\win32spl.dll,1540096,8,8,3.571933397
C:\Windows\System32\win32u.dll,170928,6,1524,2.513017679
C:\Windows\System32\Win32_DeviceGuard.dll,131072,8,7,2.023774585
C:\Windows\System32\winbio.dll,249856,8,82,2.543794301
C:\Windows\System32\WinBioDataModel.dll,589824,8,3,3.451963471
C:\Windows\System32\winbioext.dll,106496,7,26,2.438124873
C:\Windows\System32\winbrand.dll,232856,8,16,2.238359977
C:\Windows\System32\wincorlib.dll,380928,8,257,3.389119677
C:\Windows\System32\wincredprovider.dll,98304,7,4,2.52149279
C:\Windows\System32\wincredui.dll,274432,8,15,3.216415652
C:\Windows\System32\windlp.dll,778240,7,1,3.045137067
C:\Windows\System32\WindowManagement.dll,2519040,8,2,3.554868777
C:\Windows\System32\WindowManagementAPI.dll,1819584,8,5,3.415714159
C:\Windows\System32\Windows.AccountsControl.dll,778240,8,4,3.099918655
C:\Windows\System32\Windows.AI.MachineLearning.dll,1197488,8,3,4.377305016
C:\Windows\System32\Windows.AI.MachineLearning.Preview.dll,131072,7,3,2.893035742
C:\Windows\System32\Windows.ApplicationModel.Background.SystemEventsBroker.dll,151552,8,3,2.685929081
C:\Windows\System32\Windows.ApplicationModel.Background.TimeBroker.dll,57344,7,3,2.061132361
C:\Windows\System32\Windows.ApplicationModel.ConversationalAgent.dll,1253376,7,3,3.812139821
C:\Windows\System32\windows.applicationmodel.conversationalagent.internal.proxystub.dll,86016,6,4,1.641550377
C:\Windows\System32\windows.applicationmodel.conversationalagent.proxystub.dll,118784,6,4,1.847131625
C:\Windows\System32\Windows.ApplicationModel.Core.dll,217088,8,3,2.798394767
C:\Windows\System32\windows.applicationmodel.datatransfer.dll,803128,8,3,3.242633134
C:\Windows\System32\Windows.ApplicationModel.dll,881624,8,3,3.332859251
C:\Windows\System32\Windows.ApplicationModel.LockScreen.dll,466944,8,3,3.410588179
C:\Windows\System32\Windows.ApplicationModel.Store.dll,2621288,8,3,3.585674459
C:\Windows\System32\Windows.ApplicationModel.Store.Preview.DOSettings.dll,77824,8,2,1.95161155
C:\Windows\System32\Windows.ApplicationModel.Store.TestingFramework.dll,352256,8,3,2.898836633
C:\Windows\System32\Windows.ApplicationModel.Wallet.dll,503808,8,3,2.963221994
C:\Windows\System32\Windows.CloudStore.dll,2936832,8,4,3.9127879
C:\Windows\System32\Windows.CloudStore.EarlyDownloader.dll,905216,8,4,3.276388809
C:\Windows\System32\Windows.CloudStore.Schema.DesktopShell.dll,688128,8,4,3.390255246
C:\Windows\System32\Windows.CloudStore.Schema.Shell.dll,1122304,8,4,3.191780805
C:\Windows\System32\Windows.Cortana.Desktop.dll,466944,8,3,3.040065014
C:\Windows\System32\Windows.Cortana.OneCore.dll,307200,8,3,3.043337571
C:\Windows\System32\Windows.Cortana.ProxyStub.dll,118784,7,3,2.090209341
C:\Windows\System32\Windows.Data.Activities.dll,577536,8,5,3.334333898
C:\Windows\System32\Windows.Data.Pdf.dll,6488064,8,4,3.769457598
C:\Windows\System32\Windows.Devices.Background.dll,102400,7,3,2.466668884
C:\Windows\System32\Windows.Devices.Background.ps.dll,40960,7,2,1.22957237
C:\Windows\System32\Windows.Devices.Bluetooth.dll,2031616,9,3,3.474062382
C:\Windows\System32\Windows.Devices.Custom.dll,122880,7,3,2.710806024
C:\Windows\System32\Windows.Devices.Custom.ps.dll,40960,7,2,1.351809512
C:\Windows\System32\Windows.Devices.Enumeration.dll,770032,8,5,3.938001208
C:\Windows\System32\Windows.Devices.Haptics.dll,172032,8,3,2.620405659
C:\Windows\System32\Windows.Devices.HumanInterfaceDevice.dll,294912,8,3,2.895037328
C:\Windows\System32\Windows.Devices.Lights.dll,622592,8,3,3.199095722
C:\Windows\System32\Windows.Devices.LowLevel.dll,483328,7,4,3.22090238
C:\Windows\System32\Windows.Devices.Midi.dll,405504,8,3,2.857024405
C:\Windows\System32\Windows.Devices.Perception.dll,2715648,8,3,3.58481427
C:\Windows\System32\Windows.Devices.Picker.dll,442368,8,4,2.948298153
C:\Windows\System32\Windows.Devices.PointOfService.dll,1519616,8,3,3.214934173
C:\Windows\System32\Windows.Devices.Portable.dll,81920,8,3,1.980621464
C:\Windows\System32\Windows.Devices.Printers.dll,98304,7,3,2.675951996
C:\Windows\System32\Windows.Devices.Printers.Extensions.dll,65536,7,3,2.18409344
C:\Windows\System32\Windows.Devices.Radios.dll,225280,7,12,3.261768328
C:\Windows\System32\Windows.Devices.Scanners.dll,212992,8,3,2.813377083
C:\Windows\System32\Windows.Devices.Sensors.dll,1534464,8,3,3.47914089
C:\Windows\System32\Windows.Devices.SerialCommunication.dll,163840,8,3,2.762507059
C:\Windows\System32\Windows.Devices.SmartCards.dll,716800,8,3,3.015811056
C:\Windows\System32\Windows.Devices.SmartCards.Phone.dll,544768,7,3,3.219006967
C:\Windows\System32\Windows.Devices.Usb.dll,368640,8,3,3.118693568
C:\Windows\System32\Windows.Devices.WiFi.dll,376832,8,6,3.096264097
C:\Windows\System32\Windows.Devices.WiFiDirect.dll,475136,8,3,2.98915651
C:\Windows\System32\Windows.Energy.dll,327680,8,5,3.048419667
C:\Windows\System32\Windows.FileExplorer.Common.dll,770048,8,23,3.194280747
C:\Windows\System32\Windows.Gaming.Input.dll,839680,8,3,3.073435187
C:\Windows\System32\Windows.Gaming.Preview.dll,397312,8,3,3.107434518
C:\Windows\System32\Windows.Gaming.UI.GameBar.dll,114688,8,3,2.365032645
C:\Windows\System32\Windows.Gaming.XboxLive.Storage.dll,364544,7,3,3.309540002
C:\Windows\System32\Windows.Globalization.dll,1667072,8,3,3.8903855
C:\Windows\System32\Windows.Globalization.Fontgroups.dll,86016,8,4,1.937882866
C:\Windows\System32\Windows.Globalization.PhoneNumberFormatting.dll,786432,8,4,3.113440335
C:\Windows\System32\Windows.Graphics.Display.BrightnessOverride.dll,166744,7,3,2.9680215
C:\Windows\System32\Windows.Graphics.Display.DisplayEnhancementOverride.dll,476688,8,3,3.184260862
C:\Windows\System32\Windows.Graphics.dll,604776,8,3,3.445933383
C:\Windows\System32\Windows.Graphics.Printing.3D.dll,1544192,8,3,3.808363826
C:\Windows\System32\Windows.Graphics.Printing.dll,884736,8,3,3.453607592
C:\Windows\System32\Windows.Graphics.Printing.ProtectedPrint.dll,122880,7,2,2.574530491
C:\Windows\System32\Windows.Graphics.Printing.Workflow.dll,1523712,8,3,3.24110358
C:\Windows\System32\Windows.Graphics.Printing.Workflow.Native.dll,45056,7,2,1.377802325
C:\Windows\System32\Windows.Help.Runtime.dll,158720,3,0,2.876135112
C:\Windows\System32\windows.immersiveshell.serviceprovider.dll,901120,8,3,3.414206827
C:\Windows\System32\Windows.Internal.AdaptiveCards.XamlCardRenderer.dll,135168,7,3,2.630506819
C:\Windows\System32\Windows.Internal.CapturePicker.Desktop.dll,274432,7,3,3.254443391
C:\Windows\System32\Windows.Internal.CapturePicker.dll,167936,7,3,2.916237694
C:\Windows\System32\Windows.Internal.Devices.Bluetooth.dll,573440,9,5,3.421576434
C:\Windows\System32\Windows.Internal.Devices.Sensors.dll,344064,8,3,3.307070593
C:\Windows\System32\Windows.Internal.Graphics.Display.DisplayColorManagement.dll,434176,8,3,3.198686761
C:\Windows\System32\Windows.Internal.Graphics.Display.DisplayEnhancementManagement.dll,188416,7,3,3.328519841
C:\Windows\System32\Windows.Internal.HardwareConfirmator.dll,512000,7,2,3.445763516
C:\Windows\System32\Windows.Internal.Management.dll,1146880,8,4,3.240229142
C:\Windows\System32\Windows.Internal.OpenWithHost.dll,618496,7,2,3.403356971
C:\Windows\System32\Windows.Internal.PlatformExtension.DevicePickerExperience.dll,98304,8,3,2.070343608
C:\Windows\System32\Windows.Internal.PlatformExtension.MiracastBannerExperience.dll,102400,7,3,2.454473161
C:\Windows\System32\Windows.Internal.PredictionUnit.dll,524288,7,2,3.605008903
C:\Windows\System32\Windows.Internal.Security.Attestation.DeviceAttestation.dll,172032,7,2,2.884686167
C:\Windows\System32\Windows.Internal.SecurityMitigationsBroker.dll,81920,9,4,1.753472625
C:\Windows\System32\Windows.Internal.Shell.Broker.dll,935336,8,3,3.611059969
C:\Windows\System32\Windows.Internal.Shell.CloudDesktop.TransitionScreen.dll,516608,7,2,3.694817596
C:\Windows\System32\Windows.Internal.Shell.XamlInputViewHost.dll,1175552,8,3,3.203014125
C:\Windows\System32\windows.internal.shellcommon.AccountsControlExperience.dll,106496,7,2,2.556200851
C:\Windows\System32\windows.internal.shellcommon.AppResolverModal.dll,94208,8,2,2.064826505
C:\Windows\System32\Windows.Internal.ShellCommon.Broker.dll,179184,8,2,2.548924081
C:\Windows\System32\Windows.Internal.ShellCommon.dll,695808,8,3,4.12923128
C:\Windows\System32\windows.internal.shellcommon.FilePickerExperienceMEM.dll,69632,7,3,2.077380109
C:\Windows\System32\Windows.Internal.ShellCommon.PrintExperience.dll,69632,7,2,2.057847312
C:\Windows\System32\windows.internal.shellcommon.shareexperience.dll,520192,8,3,2.976980792
C:\Windows\System32\windows.internal.shellcommon.TokenBrokerModal.dll,94208,8,3,2.011052948
C:\Windows\System32\Windows.Internal.Signals.dll,430080,8,2,3.06478477
C:\Windows\System32\Windows.Internal.System.UserProfile.dll,241664,8,2,2.676326561
C:\Windows\System32\Windows.Internal.Taskbar.dll,204800,8,3,2.595816525
C:\Windows\System32\Windows.Internal.UI.BioEnrollment.ProxyStub.dll,94208,7,3,2.008881718
C:\Windows\System32\Windows.Internal.UI.Dialogs.dll,372736,7,2,3.247486392
C:\Windows\System32\Windows.Internal.UI.Logon.ProxyStub.dll,212992,7,3,2.24825822
C:\Windows\System32\Windows.Internal.UI.Shell.WindowTabManager.dll,413696,8,2,3.163212429
C:\Windows\System32\Windows.Internal.WaaSMedicDocked.dll,94208,6,2,2.874047938
C:\Windows\System32\Windows.Management.EnrollmentStatusTracking.ConfigProvider.dll,94208,7,2,2.510923044
C:\Windows\System32\Windows.Management.InprocObjects.dll,356352,8,3,2.810654919
C:\Windows\System32\Windows.Management.ModernDeployment.ConfigProviders.dll,159744,8,2,2.276771808
C:\Windows\System32\Windows.Management.Provisioning.ProxyStub.dll,49152,7,4,1.766116603
C:\Windows\System32\Windows.Management.Service.dll,1441792,8,4,3.637215551
C:\Windows\System32\Windows.Management.Update.dll,102400,7,2,2.736748964
C:\Windows\System32\Windows.Management.Workplace.dll,206240,8,3,2.858560138
C:\Windows\System32\Windows.Management.Workplace.WorkplaceSettings.dll,57344,7,3,1.98839396
C:\Windows\System32\Windows.Media.Audio.dll,1048576,8,3,3.032019355
C:\Windows\System32\Windows.Media.BackgroundMediaPlayback.dll,872448,8,3,2.961321704
C:\Windows\System32\Windows.Media.Devices.dll,989016,8,9,2.994884424
